First Name,Last Name,Gender,Age,Phone,Education,Occupation,Marital Status,Number of Children,Address,Caste,YojanaCardBenefits,YojanaCardBenefitsBankAccountLinked,YojanaCardBenefitsUniqueQRCode,YojanaCardBenefitsBookServiceWithHaqdarshaks,YojanaCardBenefitsSchemeApplicationSupport,YojanaCardBenefitsDigiLockerAccount,YojanaCardBenefitsOffersCashbacks,YojanaCardInterestedInYojanaCardStatus,YojanaCardFeatureBenefitInformation,YojanaCardFeatureBenefitSubsidySchemeInfo,YojanaCardFeatureBenefitAccessToBankingServices,YojanaCardFeatureBenefitYojanaKendra,YojanaCardFeatureBenefitHQHelpline,YojanaCardFeatureBenefitAssistedHQService,YojanaCardFeatureBenefitDigilocker,YojanaCardFeatureBenefitCashbackOffers,YojanaCardFeatureBenefitBankAccountInfo,YojanaCardFeatureBenefitOtherStatus,YojanaCardLoanInterestStatus,YojanaCardInsurance,YojanaCardUnmetNeedsHealthExpenses,YojanaCardUnmetNeedsChildrensEducation,YojanaCardUnmetNeedsMarriageSupport,YojanaCardUnmetNeedsBusinessSupport,YojanaCardUnmetNeedsNone,YojanaCardUnmetNeedsOther,YojanaCardInterestInPayingForYojanaCard,YojanaCardPriceComfortableToAvailYojanaCard,YojanaCardAcceptanceOfFreeYojanaCard
Aida,Crawford,Female,70,383-1374-74,Post graduation,Pharmacist,Single,0,Delhi,ST,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1
Miller,Bennett,Male,75,387-0560-06,Illiterate,Plumber,Single,3,Patna,SC,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1
Kristian,Lloyd,Male,77,152-7737-21,Post graduation,Clerk,Single,1,Lucknow,SC,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
Elian,Hill,Male,72,647-8077-63,Primary,Business,Married,5,Raipur,NT/DNT,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1
Spike,Perkins,Male,71,014-4057-67,Graduation,Business,Single,1,Raipur,Prefer Not to say,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0
Chester,Ryan,Male,74,694-5943-00,Post graduation,Civil Engineer,Married,5,Mumbai,Prefer Not to say,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1
Tess,Hill,Female,72,628-5829-23,Illiterate,Software Developer,Married,0,Bangalore,NT/DNT,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1
Harold,Kelley,Male,77,491-1670-45,Primary,Data Analyst,Married,5,Bangalore,OBC,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0
Sam,Miller,Male,80,833-2376-12,Senior Secondary,Clerk,Married,0,Bangalore,General,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Belinda,Morrison,Female,79,796-8538-56,Secondary,Police,Single,5,Patna,OBC,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
Oscar,Roberts,Male,79,348-7581-89,Primary,Civil Engineer,Married,5,Patna,ST,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0
Sydney,Richardson,Female,70,043-1789-37,Post graduation,Data Analyst,Single,0,Hyderabad,General,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0
Cadie,Brooks,Female,74,547-8332-88,Secondary,Data Analyst,Single,0,Lucknow,General,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0
Sabrina,Thompson,Female,77,894-8665-74,Illiterate,Data Analyst,Married,1,Delhi,NT/DNT,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0
Martin,Cooper,Male,72,859-5578-76,Graduation,Teaching faculty,Single,4,Chennai,General,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
William,Mitchell,Male,72,257-0054-52,Graduation,Police,Married,5,Mumbai,SC,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0
Kelsey,Johnson,Female,70,221-3613-16,Post graduation,Teaching faculty,Married,0,Bangalore,ST,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
Maya,Barnes,Female,78,089-6620-05,Post graduation,Police,Married,4,Delhi,ST,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0
Antony,Barrett,Male,72,401-3313-93,Primary,Lawyer,Married,3,Hyderabad,NT/DNT,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
Camila,Murray,Female,74,573-8147-26,Illiterate,Data Analyst,Single,3,Delhi,General,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
Kimberly,Casey,Female,74,104-2160-75,Secondary,Data Analyst,Married,3,Chennai,General,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1
Victoria,Henderson,Female,79,747-1704-82,Post graduation,Accountant,Single,2,Lucknow,ST,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
Briony,Dixon,Female,71,945-5892-19,Graduation,Plumber,Married,0,Delhi,OBC,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Garry,Holmes,Male,80,228-7373-31,Graduation,Software Developer,Single,5,Hyderabad,SC,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1
Florrie,Foster,Female,78,001-7807-20,Illiterate,Data Analyst,Married,5,Mumbai,SC,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0
Jessica,Richardson,Female,74,941-2860-86,Illiterate,Software Developer,Married,4,Raipur,ST,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
Miranda,Cole,Female,79,934-5681-57,Illiterate,Lawyer,Single,3,Kolkata,ST,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1
Roland,Kelley,Male,72,914-4510-87,Post graduation,Software Developer,Single,2,Chennai,Prefer Not to say,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0
Honey,Hunt,Female,79,733-4351-28,Illiterate,Architect,Single,3,Patna,NT/DNT,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
Kevin,Moore,Male,75,540-3659-76,Secondary,Lawyer,Single,5,Kolkata,NT/DNT,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
Camila,Hall,Female,70,579-9370-05,Secondary,Production Engineer,Married,5,Patna,Prefer Not to say,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0
Honey,Crawford,Female,72,589-7101-92,Graduation,Police,Single,2,Lucknow,Prefer Not to say,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1
Adrian,Ross,Male,80,521-5389-63,Post graduation,Lawyer,Single,1,Mumbai,Prefer Not to say,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1
Arthur,Baker,Male,72,229-8612-16,Secondary,Data Analyst,Single,0,Hyderabad,ST,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1
Julian,Perkins,Male,75,539-5172-38,Senior Secondary,Teaching faculty,Single,0,Bangalore,NT/DNT,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1
Carlos,Armstrong,Male,72,530-6902-19,Senior Secondary,Pharmacist,Married,4,Bangalore,General,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
Preston,Ryan,Male,76,980-8737-67,Senior Secondary,Teaching faculty,Single,2,Mumbai,OBC,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
James,Foster,Male,73,119-2015-74,Primary,Production Engineer,Single,3,Lucknow,General,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
Frederick,Sullivan,Male,79,384-1183-48,Illiterate,Clerk,Single,4,Hyderabad,Prefer Not to say,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1
Emma,Harris,Female,80,436-5336-98,Primary,Clerk,Married,4,Delhi,Prefer Not to say,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
Melissa,Spencer,Female,74,441-3508-22,Secondary,Doctor,Married,1,Mumbai,ST,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1
Adele,Turner,Female,79,330-1843-56,Senior Secondary,Clerk,Single,4,Patna,General,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Paige,Harper,Female,78,439-1963-46,Secondary,Accountant,Single,0,Chennai,OBC,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
April,Brown,Female,73,946-6105-44,Illiterate,Production Engineer,Single,2,Kolkata,OBC,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1
Luke,Mason,Male,73,636-3827-12,Primary,Police,Married,4,Kolkata,ST,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1
Vanessa,Campbell,Female,78,960-3441-60,Secondary,Civil Engineer,Married,0,Raipur,SC,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Dale,Foster,Male,72,475-9088-14,Graduation,Business,Single,2,Raipur,OBC,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0
Richard,Morgan,Male,73,022-6129-25,Senior Secondary,Doctor,Married,5,Raipur,General,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1
Alan,Ryan,Male,75,551-4259-94,Secondary,Plumber,Married,2,Chennai,ST,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Brianna,Alexander,Female,75,351-2717-37,Senior Secondary,Police,Married,1,Kolkata,Prefer Not to say,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
Kelsey,Taylor,Female,74,037-0786-00,Primary,Civil Engineer,Married,5,Bangalore,NT/DNT,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0
Preston,Richardson,Male,76,551-0056-42,Senior Secondary,Clerk,Single,1,Kolkata,OBC,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
Sam,Edwards,Male,74,453-7542-53,Senior Secondary,Civil Engineer,Married,2,Lucknow,SC,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1
Henry,Bennett,Male,78,388-5577-13,Secondary,Data Analyst,Single,0,Bangalore,OBC,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1
Sophia,Stevens,Female,78,743-9745-61,Post graduation,Plumber,Single,2,Kochi,Prefer Not to say,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1
Walter,Parker,Male,80,426-1462-24,Illiterate,Plumber,Married,1,Raipur,Prefer Not to say,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0
Edwin,Riley,Male,80,121-7748-77,Secondary,Mechanic,Single,5,Hyderabad,OBC,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
Elise,Stevens,Female,76,496-3849-44,Secondary,Software Developer,Single,1,Hyderabad,OBC,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
Valeria,Scott,Female,70,723-5316-40,Primary,Architect,Single,4,Raipur,General,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Edward,Williams,Male,70,364-0460-41,Senior Secondary,Police,Single,0,Mumbai,SC,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1
Anna,Adams,Female,79,525-8865-69,Illiterate,Teaching faculty,Single,5,Mumbai,General,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0
Kirsten,Henderson,Female,74,024-1609-78,Illiterate,Architect,Married,1,Delhi,NT/DNT,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1
Frederick,Robinson,Male,80,224-5612-40,Graduation,Mechanic,Single,5,Chennai,Prefer Not to say,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1
George,Perry,Male,77,890-2301-98,Secondary,Clerk,Single,3,Mumbai,SC,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0
Mike,Campbell,Male,74,449-2173-54,Post graduation,Plumber,Married,2,Raipur,SC,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0
Garry,Carter,Male,79,691-4450-23,Secondary,Accountant,Single,4,Delhi,NT/DNT,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
Cadie,Hunt,Female,70,394-3177-41,Post graduation,Architect,Single,3,Raipur,SC,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
Sabrina,Grant,Female,73,951-5329-31,Post graduation,Doctor,Married,0,Lucknow,OBC,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1
Adele,Nelson,Female,73,394-9674-53,Primary,Business,Single,0,Patna,SC,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
Penelope,Brooks,Female,73,333-4418-98,Secondary,Police,Married,2,Delhi,ST,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
Tess,Brooks,Female,74,375-0121-48,Post graduation,Software Developer,Married,1,Kochi,SC,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1
Florrie,Russell,Female,70,740-3139-97,Post graduation,Plumber,Single,3,Mumbai,ST,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Cherry,Payne,Female,71,151-8570-33,Illiterate,Police,Married,2,Raipur,ST,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
Frederick,Jones,Male,79,984-6053-23,Senior Secondary,Police,Married,1,Raipur,NT/DNT,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1
Melanie,Evans,Female,80,527-4997-17,Post graduation,Lawyer,Single,1,Chennai,General,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0
Amber,Myers,Female,80,357-9349-56,Senior Secondary,Police,Married,2,Kolkata,SC,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
Jessica,Cameron,Female,74,600-4075-61,Graduation,Architect,Married,1,Mumbai,ST,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Joyce,Harris,Female,74,081-2430-44,Secondary,Clerk,Single,4,Kochi,OBC,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1
Oscar,Wilson,Male,74,514-2181-24,Secondary,Plumber,Single,1,Chennai,SC,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
Lucy,Harris,Female,78,927-0660-45,Primary,Mechanic,Single,0,Kolkata,OBC,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0
Carina,Moore,Female,76,557-6662-07,Graduation,Data Analyst,Single,4,Mumbai,OBC,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1
Daisy,Morris,Female,77,642-1358-26,Post graduation,Teaching faculty,Single,0,Mumbai,NT/DNT,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0
Heather,Carter,Female,75,181-5010-66,Illiterate,Plumber,Single,0,Lucknow,ST,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
Rubie,Gibson,Female,76,785-1946-80,Illiterate,Mechanic,Married,1,Delhi,SC,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
Maya,Campbell,Female,71,940-4371-77,Senior Secondary,Accountant,Married,0,Delhi,OBC,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1
Hailey,Gray,Female,76,056-1503-98,Senior Secondary,Data Analyst,Married,3,Patna,General,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1
Kelvin,Thomas,Male,75,576-7640-27,Graduation,Mechanic,Single,1,Kochi,NT/DNT,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0
Agata,Hall,Female,79,331-7825-71,Senior Secondary,Clerk,Married,3,Mumbai,Prefer Not to say,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1
Roman,Hamilton,Male,72,090-7169-85,Illiterate,Police,Married,2,Hyderabad,ST,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1
Heather,Harper,Female,76,563-8174-31,Illiterate,Teaching faculty,Married,0,Patna,ST,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1
Jacob,Barrett,Male,77,217-0519-14,Secondary,Civil Engineer,Married,2,Kochi,ST,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0
Melanie,Ross,Female,80,234-2798-77,Graduation,Mechanic,Married,0,Kolkata,ST,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
Sophia,Baker,Female,76,769-0422-09,Senior Secondary,Civil Engineer,Single,1,Chennai,General,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Fiona,Martin,Female,71,058-8312-32,Senior Secondary,Clerk,Single,5,Chennai,SC,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
Steven,Foster,Male,72,000-1396-10,Senior Secondary,Business,Single,3,Kolkata,SC,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0
Elian,Robinson,Male,79,674-5249-16,Primary,Mechanic,Married,5,Patna,ST,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1
Thomas,Grant,Male,70,853-2313-74,Graduation,Production Engineer,Married,1,Kolkata,ST,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0
Belinda,Owens,Female,71,956-3618-69,Graduation,Production Engineer,Married,3,Kochi,General,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1
Frederick,Cole,Male,73,148-8024-99,Graduation,Architect,Single,0,Delhi,NT/DNT,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
Ryan,Nelson,Male,77,433-5926-21,Illiterate,Civil Engineer,Single,4,Mumbai,SC,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
Elise,Harris,Female,71,718-2030-45,Secondary,Lawyer,Married,3,Hyderabad,SC,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0
Tiana,Elliott,Female,74,720-6887-04,Graduation,Clerk,Married,2,Lucknow,ST,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1
Amelia,Myers,Female,80,182-2185-24,Post graduation,Architect,Married,0,Kolkata,OBC,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1
Sawyer,Watson,Male,73,167-5901-41,Graduation,Teaching faculty,Single,2,Kochi,Prefer Not to say,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0
Tony,Hawkins,Male,18,598-7692-56,Senior Secondary,Architect,Single,5,Patna,OBC,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0
Adison,Fowler,Male,25,846-7474-04,Graduation,Lawyer,Single,5,Raipur,Prefer Not to say,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
Adele,Ross,Female,21,977-6535-08,Illiterate,Data Analyst,Single,0,Kolkata,SC,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1
Adrianna,Johnston,Female,28,157-6657-35,Graduation,Accountant,Married,1,Patna,Prefer Not to say,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1
Blake,Miller,Male,23,050-8931-34,Secondary,Production Engineer,Married,0,Mumbai,General,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0
Reid,Johnson,Male,29,293-4112-16,Post graduation,Architect,Single,2,Mumbai,General,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1
Stuart,Davis,Male,27,611-6197-77,Secondary,Software Developer,Married,0,Lucknow,NT/DNT,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1
Blake,Turner,Male,26,531-9278-16,Illiterate,Clerk,Married,4,Mumbai,NT/DNT,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0
Ada,Henderson,Female,22,834-6536-20,Graduation,Data Analyst,Single,4,Mumbai,General,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1
Myra,Barnes,Female,20,798-5526-52,Illiterate,Production Engineer,Married,1,Lucknow,OBC,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0
Alberta,Stewart,Female,26,595-2041-96,Illiterate,Plumber,Single,5,Patna,General,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0
Daryl,Foster,Male,18,834-1658-69,Graduation,Accountant,Married,5,Bangalore,SC,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1
Adam,Sullivan,Male,27,790-2019-86,Post graduation,Data Analyst,Single,3,Raipur,General,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Alfred,Craig,Male,30,648-5552-68,Senior Secondary,Teaching faculty,Married,5,Kochi,Prefer Not to say,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1
Edward,Richardson,Male,23,852-6296-19,Illiterate,Teaching faculty,Married,0,Raipur,Prefer Not to say,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0
Daryl,Richards,Male,27,423-5009-43,Senior Secondary,Accountant,Married,2,Kochi,OBC,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
Haris,Barrett,Male,23,914-7916-59,Post graduation,Civil Engineer,Married,3,Mumbai,SC,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0
Reid,Allen,Male,21,067-5273-03,Secondary,Mechanic,Single,0,Delhi,SC,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1
Maria,Morrison,Female,23,892-8519-50,Primary,Police,Married,3,Bangalore,General,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
Carl,Reed,Male,25,361-3888-94,Senior Secondary,Data Analyst,Single,2,Chennai,OBC,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Sam,Anderson,Male,20,885-3902-46,Graduation,Production Engineer,Married,1,Delhi,General,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
Antony,Wilson,Male,29,631-1669-34,Illiterate,Doctor,Married,2,Chennai,NT/DNT,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1
